state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,metric_used,method,year,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,valid_day_count,required_day_count,exceptional_data_count,null_observation_count,primary_exceedance_count,secondary_exceedance_count,certification_indicator,arithmetic_mean,standard_deviation,first_max_value,first_max_datetime,second_max_value,second_max_datetime,third_max_value,third_max_datetime,fourth_max_value,fourth_max_datetime,first_max_nonoverlap_value,first_max_n_o_datetime,second_max_nonoverlap_value,second_max_n_o_datetime,ninety_ninth_percentile,ninety_eighth_percentile,ninety_fifth_percentile,ninetieth_percentile,seventy_fifth_percentile,fiftieth_percentile,tenth_percentile,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change
48,201,1039,45201,3,29.670025,-95.128508,WGS84,Benzene,7,24 HOUR,,Observed Values,Passivated Canister - Cryogenic Preconcentration GC/MS,2016,Parts per billion Carbon,No Events,60,98.0,Y,60,61,0,1,,,Certification not required,2.669,2.283302,9.78,2016-09-21 00:00,8.4,2016-10-27 00:00,8.28,2016-03-25 00:00,6.96,2016-11-08 00:00,,,,,9.78,8.4,8.28,5.64,4.14,1.86,0.6,Houston Deer Park #2,4514 1/2 Durant Street,Texas,Harris,Deer Park,26420,"Houston-The Woodlands-Sugar Land, TX",2020-05-21
48,139,1044,45201,1,32.175417,-96.870189,WGS84,Benzene,7,24 HOUR,,Observed Values,Passivated Canister - Cryogenic Preconcentration GC/MS,2016,Parts per billion Carbon,No Events,55,90.0,Y,55,61,0,6,,,Certification not required,1.336364,4.516894,34.02,2016-01-19 00:00,1.92,2016-12-02 00:00,1.8,2016-01-07 00:00,1.56,2016-02-06 00:00,,,,,34.02,1.92,1.8,1.44,1.08,0.78,0.0,Italy,900 FM 667 Ellis County,Texas,Ellis,Italy,19100,"Dallas-Fort Worth-Arlington, TX",2020-05-21
48,113,0069,45201,10,32.820061,-96.860117,WGS84,Benzene,7,24 HOUR,,Observed Values,Passivated Canister - Cryogenic Preconcentration GC/MS,2016,Parts per billion Carbon,No Events,61,100.0,Y,61,61,0,1,,,Certification not required,1.053443,0.634746,2.58,2016-11-20 00:00,2.28,2016-02-06 00:00,2.22,2016-05-06 00:00,2.16,2016-11-14 00:00,,,,,2.58,2.28,2.16,1.92,1.38,1.02,0.0,Dallas Hinton,1415 Hinton Street,Texas,Dallas,Dallas,19100,"Dallas-Fort Worth-Arlington, TX",2020-05-21
48,355,0034,45201,1,27.811817,-97.465703,WGS84,Benzene,7,24 HOUR,,Observed Values,Passivated Canister - Cryogenic Preconcentration GC/MS,2016,Parts per billion Carbon,No Events,60,98.0,Y,60,61,0,3,,,Certification not required,1.702,1.257939,6.12,2016-02-06 00:00,5.1,2016-12-02 00:00,4.98,2016-01-13 00:00,3.84,2016-01-07 00:00,,,,,6.12,5.1,4.98,3.48,2.04,1.44,0.6,Dona Park,5707 Up River Rd,Texas,Nueces,Corpus Christi,18580,"Corpus Christi, TX",2020-05-21
48,439,1002,45201,10,32.80581,-97.356529,NAD83,Benzene,1,1 HOUR,,Observed Values,PRECONCENTRATION TRAP - PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,2016,Parts per billion Carbon,No Events,6976,79.0,Y,318,366,0,492,,,Certification not required,0.872421,0.708331,7.89,2016-01-12 20:00,6.75,2016-01-27 20:00,6.18,2016-12-27 21:00,6.13,2016-12-27 20:00,,,,,4.11,3.26,2.16,1.61,1.02,0.69,0.31,Fort Worth Northwest,3317 Ross Ave,Texas,Tarrant,Fort Worth,19100,"Dallas-Fort Worth-Arlington, TX",2020-05-21
48,203,0002,45201,1,32.669001,-94.167468,NAD83,Benzene,7,24 HOUR,,Observed Values,Passivated Canister - Cryogenic Preconcentration GC/MS,2016,Parts per billion Carbon,No Events,60,98.0,Y,60,61,0,1,,,Certification not required,1.351,0.580933,3.0,2016-10-27 00:00,2.82,2016-01-13 00:00,2.82,2016-02-06 00:00,2.7,2016-11-14 00:00,,,,,3.0,2.82,2.82,2.16,1.62,1.26,0.84,Karnack,Hwy 134 & Spur 449,Texas,Harrison,,32220,"Marshall, TX",2020-05-21
48,439,1002,45201,15,32.80581,-97.356529,NAD83,Benzene,7,24 HOUR,,Observed Values,Passivated Canister - Cryogenic Preconcentration GC/MS,2016,Parts per billion Carbon,No Events,59,97.0,Y,59,61,0,2,,,Certification not required,1.078983,0.672621,2.82,2016-02-18 00:00,2.58,2016-01-19 00:00,2.52,2016-11-20 00:00,2.46,2016-12-20 00:00,,,,,2.82,2.58,2.52,2.16,1.38,0.96,0.0,Fort Worth Northwest,3317 Ross Ave,Texas,Tarrant,Fort Worth,19100,"Dallas-Fort Worth-Arlington, TX",2020-05-21
48,439,3009,45201,2,32.98426,-97.063721,WGS84,Benzene,7,24 HOUR,,Observed Values,Passivated Canister - Cryogenic Preconcentration GC/MS,2016,Parts per billion Carbon,No Events,54,89.0,Y,54,61,0,9,,,Certification not required,0.85,0.446382,2.16,2016-12-20 00:00,1.74,2016-12-02 00:00,1.44,2016-01-13 00:00,1.44,2016-02-12 00:00,,,,,2.16,1.74,1.44,1.38,1.14,0.84,0.0,Grapevine Fairway,4100 Fairway Dr,Texas,Tarrant,Grapevine,19100,"Dallas-Fort Worth-Arlington, TX",2020-05-21
48,251,1008,45201,1,32.469701,-97.169271,WGS84,Benzene,7,24 HOUR,,Observed Values,Passivated Canister - Cryogenic Preconcentration GC/MS,2016,Parts per billion Carbon,No Events,57,93.0,Y,57,61,0,4,,,Certification not required,1.012632,0.518013,2.22,2016-11-14 00:00,2.16,2016-01-13 00:00,2.1,2016-02-12 00:00,1.92,2016-02-06 00:00,,,,,2.22,2.16,2.1,1.56,1.32,0.96,0.3,Johnson County Luisa,2420 Luisa Ln,Texas,Johnson,Alvarado,19100,"Dallas-Fort Worth-Arlington, TX",2020-05-21
48,141,0044,45201,1,31.765685,-106.455227,WGS84,Benzene,1,1 HOUR,,Observed Values,PRECONCENTRATION TRAP - PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,2016,Parts per billion Carbon,No Events,6988,80.0,Y,317,366,0,151,,,Certification not required,1.835169,2.924076,36.28,2016-12-15 19:00,34.51,2016-12-15 20:00,33.86,2016-01-18 22:00,32.38,2016-11-15 19:00,,,,,15.97,11.51,6.92,4.14,1.8,0.91,0.28,El Paso Chamizal,800 S San Marcial Street,Texas,El Paso,El Paso,21340,"El Paso, TX",2020-05-21
48,121,0034,45201,2,33.219069,-97.196284,WGS84,Benzene,7,24 HOUR,,Observed Values,Passivated Canister - Cryogenic Preconcentration GC/MS,2016,Parts per billion Carbon,No Events,57,93.0,Y,57,61,0,5,,,Certification not required,0.975789,0.686781,3.18,2016-11-20 00:00,2.76,2016-01-13 00:00,2.22,2016-10-27 00:00,2.1,2016-03-25 00:00,,,,,3.18,2.76,2.22,1.98,1.32,0.9,0.0,Denton Airport South,Denton Airport South,Texas,Denton,Denton,19100,"Dallas-Fort Worth-Arlington, TX",2020-05-21
48,113,0069,45201,3,32.820061,-96.860117,WGS84,Benzene,1,1 HOUR,,Observed Values,PRECONCENTRATION TRAP - PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,2016,Parts per billion Carbon,No Events,7017,80.0,Y,313,366,0,247,,,Certification not required,0.797298,0.638372,9.58,2016-07-08 21:00,7.35,2016-11-11 21:00,6.96,2016-11-11 22:00,6.29,2016-01-29 07:00,,,,,3.37,2.62,1.95,1.45,0.95,0.64,0.28,Dallas Hinton,1415 Hinton Street,Texas,Dallas,Dallas,19100,"Dallas-Fort Worth-Arlington, TX",2020-05-21
48,201,0026,45201,2,29.802707,-95.125495,WGS84,Benzene,1,1 HOUR,,Observed Values,PRECONCENTRATION TRAP - PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,2016,Parts per billion Carbon,No Events,7583,86.0,Y,348,366,0,178,,,Certification not required,2.742019,4.25004,132.83,2016-10-16 23:00,127.5,2016-10-16 22:00,87.79,2016-10-23 19:00,77.71,2016-08-25 19:00,,,,,16.64,12.74,8.57,5.84,3.16,1.59,0.56,Channelview,1405 Sheldon Road,Texas,Harris,Channelview,26420,"Houston-The Woodlands-Sugar Land, TX",2020-05-21
48,201,1035,45201,2,29.733726,-95.257593,WGS84,Benzene,1,1 HOUR,,Observed Values,PRECONCENTRATION TRAP - PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,2016,Parts per billion Carbon,No Events,7138,81.0,Y,321,366,0,242,,,Certification not required,1.827564,2.912025,116.19,2016-01-14 10:00,51.76,2016-12-20 23:00,38.12,2016-10-06 06:00,33.07,2016-10-26 22:00,,,,,12.53,9.65,6.41,4.22,1.96,0.99,0.33,Clinton,9525 1/2 Clinton Dr,Texas,Harris,Houston,26420,"Houston-The Woodlands-Sugar Land, TX",2020-05-21
48,201,1039,45201,1,29.670025,-95.128508,WGS84,Benzene,1,1 HOUR,,Observed Values,PRECONCENTRATION TRAP - PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,2016,Parts per billion Carbon,No Events,7656,87.0,Y,352,366,0,85,,,Certification not required,2.008528,5.078772,109.63,2016-11-25 22:00,93.02,2016-11-25 23:00,83.22,2016-09-01 23:00,80.59,2016-10-27 07:00,,,,,24.03,15.83,8.07,4.32,1.53,0.74,0.0,Houston Deer Park #2,4514 1/2 Durant Street,Texas,Harris,Deer Park,26420,"Houston-The Woodlands-Sugar Land, TX",2020-05-21
48,201,1039,45201,2,29.670025,-95.128508,WGS84,Benzene,7,24 HOUR,,Observed Values,Passivated Canister - Cryogenic Preconcentration GC/MS,2016,Parts per billion Carbon,No Events,58,95.0,Y,58,61,0,3,,,Certification not required,2.807586,2.411178,9.84,2016-09-21 00:00,8.82,2016-05-06 00:00,8.34,2016-10-27 00:00,7.68,2016-03-25 00:00,,,,,9.84,8.82,8.34,6.54,4.2,1.8,0.66,Houston Deer Park #2,4514 1/2 Durant Street,Texas,Harris,Deer Park,26420,"Houston-The Woodlands-Sugar Land, TX",2020-05-21
48,479,0017,45201,1,27.501826,-99.502984,WGS84,Benzene,7,24 HOUR,,Observed Values,Passivated Canister - Cryogenic Preconcentration GC/MS,2016,Parts per billion Carbon,No Events,56,92.0,Y,56,61,0,5,,,Certification not required,3.064286,0.914241,6.24,2016-01-31 00:00,4.56,2016-01-07 00:00,4.44,2016-12-02 00:00,4.32,2016-05-18 00:00,,,,,6.24,4.56,4.44,4.14,3.66,3.12,2.1,Laredo Bridge,700 Zaragosa St,Texas,Webb,Laredo,29700,"Laredo, TX",2020-05-21
48,245,0009,45201,6,30.036422,-94.071061,WGS84,Benzene,1,1 HOUR,,Observed Values,PRECONCENTRATION TRAP - PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,2017,Parts per billion Carbon,No Events,7094,81.0,Y,322,365,0,148,,,Certification not required,1.343177,1.75507,43.74,2017-04-17 22:00,31.71,2017-02-16 20:00,28.42,2017-03-22 20:00,24.06,2017-11-13 10:00,,,,,7.76,5.59,3.7,2.66,1.58,0.9,0.31,Beaumont Downtown,1086 Vermont Avenue,Texas,Jefferson,Beaumont,13140,"Beaumont-Port Arthur, TX",2020-05-21
48,245,1035,45201,1,29.979958,-94.004746,WGS84,Benzene,1,1 HOUR,,Observed Values,PRECONCENTRATION TRAP - PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,2017,Parts per billion Carbon,No Events,7305,83.0,Y,338,365,0,44,,,Certification not required,0.739771,2.770574,215.78,2017-04-11 23:00,42.82,2017-04-11 22:00,27.01,2017-10-22 17:00,18.37,2017-11-11 23:00,,,,,4.63,3.73,2.46,1.79,1.02,0.41,0.0,Nederland 17th Street,1516 17th Street,Texas,Jefferson,Nederland,13140,"Beaumont-Port Arthur, TX",2020-05-21
48,201,1039,45201,3,29.670025,-95.128508,WGS84,Benzene,7,24 HOUR,,Observed Values,Passivated Canister - Cryogenic Preconcentration GC/MS,2017,Parts per billion Carbon,No Events,57,93.0,Y,57,61,0,4,,,Certification not required,1.757895,1.367598,5.88,2017-11-09 00:00,5.28,2017-09-10 00:00,4.62,2017-01-07 00:00,4.14,2017-06-06 00:00,,,,,5.88,5.28,4.62,3.9,2.22,1.5,0.42,Houston Deer Park #2,4514 1/2 Durant Street,Texas,Harris,Deer Park,26420,"Houston-The Woodlands-Sugar Land, TX",2020-05-21
48,139,1044,45201,1,32.175417,-96.870189,WGS84,Benzene,7,24 HOUR,,Observed Values,Passivated Canister - Cryogenic Preconcentration GC/MS,2017,Parts per billion Carbon,No Events,53,87.0,Y,53,61,0,8,,,Certification not required,0.518491,0.455595,1.5,2017-01-01 00:00,1.44,2017-01-07 00:00,1.38,2017-01-13 00:00,1.2,2017-11-03 00:00,,,,,1.5,1.44,1.38,1.14,0.78,0.6,0.0,Italy,900 FM 667 Ellis County,Texas,Ellis,Italy,19100,"Dallas-Fort Worth-Arlington, TX",2020-05-21
48,113,0069,45201,10,32.820061,-96.860117,WGS84,Benzene,7,24 HOUR,,Observed Values,Passivated Canister - Cryogenic Preconcentration GC/MS,2017,Parts per billion Carbon,No Events,59,97.0,Y,59,61,0,2,,,Certification not required,0.849153,0.598427,2.16,2017-01-01 00:00,2.04,2017-12-15 00:00,1.92,2017-01-07 00:00,1.92,2017-11-03 00:00,,,,,2.16,2.04,1.92,1.68,1.2,0.84,0.0,Dallas Hinton,1415 Hinton Street,Texas,Dallas,Dallas,19100,"Dallas-Fort Worth-Arlington, TX",2020-05-21
48,439,1002,45201,10,32.80581,-97.356529,NAD83,Benzene,1,1 HOUR,,Observed Values,PRECONCENTRATION TRAP - PE 8700;AUTO GC;SUBAMBIENT-DUAL FID,2017,Parts per billion Carbon,No Events,7211,82.0,Y,330,365,0,547,,,Certification not required,0.790171,0.613569,9.68,2017-02-07 20:00,7.68,2017-02-07 19:00,7.14,2017-02-07 21:00,6.2,2017-12-15 19:00,,,,,3.34,2.77,1.91,1.45,0.91,0.62,0.32,Fort Worth Northwest,3317 Ross Ave,Texas,Tarrant,Fort Worth,19100,"Dallas-Fort Worth-Arlington, TX",2020-05-21
