state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,metric_used,method,year,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,valid_day_count,required_day_count,exceptional_data_count,null_observation_count,primary_exceedance_count,secondary_exceedance_count,certification_indicator,arithmetic_mean,standard_deviation,first_max_value,first_max_datetime,second_max_value,second_max_datetime,third_max_value,third_max_datetime,fourth_max_value,fourth_max_datetime,first_max_nonoverlap_value,first_max_n_o_datetime,second_max_nonoverlap_value,second_max_n_o_datetime,ninety_ninth_percentile,ninety_eighth_percentile,ninety_fifth_percentile,ninetieth_percentile,seventy_fifth_percentile,fiftieth_percentile,tenth_percentile,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change
53,033,0080,45201,6,47.568236,-122.308628,WGS84,Benzene,7,24 HOUR,,Observed Values,CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC,2015,Parts per billion Carbon,No Events,56,93.0,Y,51,60,0,9,,,Certification not required,0.978929,0.520921,3.13,2015-02-11 00:00,2.3,2015-01-30 00:00,1.78,2015-02-17 00:00,1.78,2015-11-05 00:00,,,,,3.13,2.3,1.78,1.52,1.37,0.8,0.5,SEATTLE - BEACON HILL,4103 BEACON HILL S,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2020-05-21
53,033,0080,45201,6,47.568236,-122.308628,WGS84,Benzene,7,24 HOUR,,Observed Values,CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC,2016,Parts per billion Carbon,No Events,61,100.0,Y,53,61,0,6,,,Certification not required,0.878361,0.529182,3.29,2016-01-07 00:00,2.51,2016-11-11 00:00,1.87,2016-01-01 00:00,1.83,2016-02-24 00:00,,,,,3.29,2.51,1.83,1.44,1.07,0.79,0.41,SEATTLE - BEACON HILL,4103 BEACON HILL S,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2020-05-21
53,033,0030,45201,6,47.597222,-122.319722,WGS84,Benzene,7,24 HOUR,,Observed Values,CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC,2016,Parts per billion Carbon,No Events,16,100.0,N,16,16,0,0,,,Certification not required,1.833125,0.84152,4.45,2016-11-08 00:00,2.82,2016-11-02 00:00,2.29,2016-10-21 00:00,2.17,2016-10-27 00:00,,,,,4.45,4.45,4.45,2.82,2.17,1.62,1.12,Seattle-10th & Weller,10th & Weller,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2020-05-21
53,033,0034,45201,6,47.600833,-122.314444,NAD83,Benzene,7,24 HOUR,,Observed Values,CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC,2016,Parts per billion Carbon,No Events,15,94.0,N,15,16,0,1,,,Certification not required,1.438,0.626067,3.46,2016-11-08 00:00,1.8,2016-11-02 00:00,1.75,2016-10-27 00:00,1.59,2016-10-21 00:00,,,,,3.46,3.46,3.46,1.8,1.59,1.36,0.92,Seattle-Yesler Way,1301 Yesler Way,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2020-05-21
53,033,0035,45201,6,47.599444,-122.326111,NAD83,Benzene,7,24 HOUR,,Observed Values,CANISTER SUBAMBIENT PRESSURE - MULTI DETECTOR GC,2016,Parts per billion Carbon,No Events,16,100.0,N,16,16,0,0,,,Certification not required,1.53,0.723584,3.79,2016-11-08 00:00,2.34,2016-10-21 00:00,1.9,2016-11-02 00:00,1.69,2016-11-26 00:00,,,,,3.79,3.79,3.79,2.34,1.69,1.51,0.99,Seattle-6th & Jackson,602 S Jackson St,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2020-05-21
53,033,0080,45201,6,47.568236,-122.308628,WGS84,Benzene,7,24 HOUR,,Observed Values,SS 6L- PRESSURIZED CANISTER - CRYOGENIC PRECON: GC/MS,2017,Parts per billion Carbon,No Events,62,100.0,Y,61,61,0,0,,,Certification not required,1.182258,0.79435,5.3,2017-12-09 00:00,2.9,2017-01-25 00:00,2.8,2017-09-16 00:00,2.7,2017-10-28 00:00,,,,,5.3,2.9,2.7,2.1,1.3,1.0,0.5,SEATTLE - BEACON HILL,4103 BEACON HILL S,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2020-05-21
53,033,0030,45201,6,47.597222,-122.319722,WGS84,Benzene,7,24 HOUR,,Observed Values,6L SUBATM CANISTER - Entech Precon-  GC/FID/MSD,2017,Parts per billion Carbon,No Events,46,100.0,N,46,46,0,0,,,Certification not required,1.756522,0.844762,5.1,2017-01-25 00:00,4.6,2017-09-16 00:00,3.6,2017-01-07 00:00,2.6,2017-09-22 00:00,,,,,5.1,5.1,3.6,2.6,2.0,1.6,1.1,Seattle-10th & Weller,10th & Weller,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2020-05-21
53,033,0034,45201,6,47.600833,-122.314444,NAD83,Benzene,7,24 HOUR,,Observed Values,6L SUBATM CANISTER - Entech Precon-  GC/FID/MSD,2017,Parts per billion Carbon,No Events,44,96.0,N,44,46,0,1,,,Certification not required,1.231818,0.754759,4.5,2017-09-16 00:00,3.9,2017-01-25 00:00,2.0,2017-01-13 00:00,1.8,2017-02-18 00:00,,,,,4.5,4.5,2.0,1.8,1.5,1.0,0.6,Seattle-Yesler Way,1301 Yesler Way,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2020-05-21
53,033,0035,45201,6,47.599444,-122.326111,NAD83,Benzene,7,24 HOUR,,Observed Values,6L SUBATM CANISTER - Entech Precon-  GC/FID/MSD,2017,Parts per billion Carbon,No Events,46,100.0,N,46,46,0,0,,,Certification not required,1.28913,0.715302,4.5,2017-01-25 00:00,3.4,2017-09-16 00:00,2.8,2017-01-13 00:00,1.9,2017-09-22 00:00,,,,,4.5,4.5,2.8,1.7,1.5,1.2,0.7,Seattle-6th & Jackson,602 S Jackson St,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2020-05-21
53,033,0052,45201,1,47.6017,-122.3225,NAD83,Benzene,7,24 HOUR,,Observed Values,6L SUBATM CANISTER - Entech Precon-  GC/FID/MSD,2017,Parts per billion Carbon,No Events,4,13.0,N,4,31,0,0,,,Certification not required,1.5,1.070825,3.1,2017-01-25 00:00,1.1,2017-01-31 00:00,0.9,2017-07-18 00:00,0.9,2017-07-24 00:00,,,,,3.1,3.1,3.1,3.1,3.1,1.1,0.9,Seattle-Yesler Community Center,600 Yesler Way,Washington,King,Seattle,42660,"Seattle-Tacoma-Bellevue, WA",2020-05-21
