CBSA,CBSA Code,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10
"Springfield, OH",44220,2016,363,200,157,6,0,0,0,119,67,48,0,0,125,238,0
"St. Cloud, MN",41060,2016,366,318,48,0,0,0,0,97,52,33,0,0,170,196,0
"St. George, UT",41100,2016,366,281,85,0,0,0,0,87,63,43,0,1,333,32,0
"St. Joseph, MO-KS",41140,2016,366,223,143,0,0,0,0,100,62,45,0,0,104,245,17
"St. Louis, MO-IL",41180,2016,366,96,251,17,2,0,0,162,82,56,0,0,113,251,2
"St. Marys, PA",41260,2016,346,321,22,3,0,0,0,126,50,37,0,0,346,0,0
"State College, PA",44300,2016,366,232,132,2,0,0,0,122,63,45,0,1,193,172,0
"Steamboat Springs, CO",44460,2016,352,343,9,0,0,0,0,60,26,15,0,0,0,0,352
"Stockton-Lodi, CA",44700,2016,366,62,278,25,1,0,0,166,93,60,0,1,94,270,1
"Summerville, GA",44900,2016,242,217,25,0,0,0,0,93,51,42,0,0,242,0,0
"Syracuse, NY",45060,2016,366,312,52,2,0,0,0,122,54,36,0,0,282,84,0
"Tahlequah, OK",45140,2016,269,250,19,0,0,0,0,77,49,38,0,0,269,0,0
"Talladega-Sylacauga, AL",45180,2016,117,69,48,0,0,0,0,82,57,46,0,0,0,117,0
"Tallahassee, FL",45220,2016,366,189,175,1,1,0,0,183,63,49,1,0,59,306,0
"Tampa-St. Petersburg-Clearwater, FL",45300,2016,366,170,193,2,1,0,0,154,67,51,0,0,111,255,0
"Taos, NM",45340,2016,362,349,13,0,0,0,0,59,33,16,0,0,0,362,0
"Terre Haute, IN",45460,2016,363,180,182,1,0,0,0,108,67,51,0,0,79,284,0
"Texarkana, TX-AR",45500,2016,273,148,125,0,0,0,0,79,60,48,0,0,0,273,0
"The Dalles, OR",45520,2016,358,297,61,0,0,0,0,80,55,34,0,0,149,209,0
"Toledo, OH",45780,2016,334,195,134,5,0,0,0,115,66,47,0,0,131,203,0
"Topeka, KS",45820,2016,366,319,47,0,0,0,0,87,52,37,0,0,314,47,5
"Torrington, CT",45860,2016,366,296,62,7,1,0,0,164,61,39,1,0,293,72,0
"Traverse City, MI",45900,2016,170,146,18,6,0,0,0,143,61,38,0,0,170,0,0
"Trenton, NJ",45940,2016,366,198,155,12,1,0,0,151,67,48,0,0,148,218,0
"Truckee-Grass Valley, CA",46020,2016,366,232,89,40,5,0,0,179,101,45,0,0,353,13,0
"Tucson, AZ",46060,2016,366,191,171,4,0,0,0,119,74,50,0,0,231,34,101
"Tulsa, OK",46140,2016,366,153,210,2,1,0,0,164,69,52,0,1,135,230,0
"Tupelo, MS",46180,2016,238,224,14,0,0,0,0,80,49,39,0,0,238,0,0
"Tuscaloosa, AL",46220,2016,365,107,258,0,0,0,0,100,63,54,0,0,55,310,0
"Twin Falls, ID",46300,2016,360,341,19,0,0,0,0,69,42,23,0,0,0,360,0
"Tyler, TX",46340,2016,366,344,21,1,0,0,0,101,48,37,0,5,361,0,0
"Ukiah, CA",46380,2016,364,287,77,0,0,0,0,70,54,39,0,0,105,258,1
"Urban Honolulu, HI",46520,2016,366,330,36,0,0,0,0,64,49,32,0,1,234,116,15
"Utica-Rome, NY",46540,2016,366,296,66,4,0,0,0,108,54,37,0,0,220,146,0
"Valdosta, GA",46660,2016,327,201,126,0,0,0,0,77,59,43,0,0,0,327,0
"Vallejo-Fairfield, CA",46700,2016,366,213,151,2,0,0,0,105,65,47,0,3,137,226,0
"Vernal, UT",46860,2016,366,234,121,4,5,2,0,216,74,47,0,1,337,28,0
"Victoria, TX",47020,2016,348,328,20,0,0,0,0,90,47,33,0,0,348,0,0
"Vincennes, IN",47180,2016,359,313,42,4,0,0,0,119,61,35,0,0,359,0,0
"Vineland-Bridgeton, NJ",47220,2016,366,245,120,1,0,0,0,136,63,44,0,1,176,189,0
"Vineyard Haven, MA",47240,2016,354,335,17,2,0,0,0,126,47,36,0,0,324,30,0
"Virginia Beach-Norfolk-Newport News, VA-NC",47260,2016,366,277,86,3,0,0,0,133,57,41,0,13,136,217,0
"Visalia-Porterville, CA",47300,2016,366,55,187,102,22,0,0,177,145,77,0,0,199,164,3
"Wabash, IN",47340,2016,347,309,33,5,0,0,0,115,51,35,0,0,347,0,0
"Waco, TX",47380,2016,366,327,39,0,0,0,0,76,51,37,1,3,290,72,0
"Walla Walla, WA",47460,2016,355,309,46,0,0,0,0,85,52,24,0,0,0,355,0
"Walterboro, SC",47500,2016,343,264,76,2,1,0,0,153,58,39,0,0,136,207,0
"Warner Robins, GA",47580,2016,352,222,128,2,0,0,0,107,58,44,0,0,0,352,0
"Washington Court House, OH",47920,2016,353,310,42,1,0,0,0,108,54,37,0,0,353,0,0
"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,2016,366,109,241,16,0,0,0,133,84,56,0,7,127,232,0
"Waterloo-Cedar Falls, IA",47940,2016,366,179,186,1,0,0,0,118,63,51,0,0,72,294,0
"Watertown, SD",47980,2016,366,295,71,0,0,0,0,73,54,28,0,0,0,240,126
"Watertown-Fort Atkinson, WI",48020,2016,201,176,21,4,0,0,0,108,61,40,0,0,201,0,0
"Watertown-Fort Drum, NY",48060,2016,332,307,23,2,0,0,0,122,48,34,0,0,332,0,0
"Wausau, WI",48140,2016,192,176,16,0,0,0,0,100,49,35,0,0,192,0,0
"Weatherford, OK",48220,2016,360,357,3,0,0,0,0,64,25,15,0,0,0,0,360
"Weirton-Steubenville, WV-OH",48260,2016,366,103,261,2,0,0,0,105,72,56,0,0,69,291,6
"Wenatchee, WA",48300,2016,366,284,82,0,0,0,0,81,56,29,0,0,0,366,0
"Wheeling, WV-OH",48540,2016,366,183,180,3,0,0,0,108,68,51,0,9,140,215,2
"Whitewater-Elkhorn, WI",48580,2016,188,161,22,5,0,0,0,115,61,38,0,0,188,0,0
"Wichita, KS",48620,2016,366,282,83,0,1,0,0,195,59,43,0,8,237,92,29
"Williamsport, PA",48700,2016,366,335,30,1,0,0,0,108,49,34,0,0,353,0,13
"Williston, ND",48780,2016,364,349,15,0,0,0,0,94,45,32,0,0,295,55,14
"Wilmington, NC",48900,2016,359,302,57,0,0,0,0,90,54,35,0,0,142,217,0
"Wilmington, OH",48940,2016,211,154,53,4,0,0,0,112,74,44,0,0,211,0,0
"Winchester, VA-WV",49020,2016,358,256,102,0,0,0,0,90,60,42,0,0,129,229,0
"Winona, MN",49100,2016,117,106,11,0,0,0,0,72,46,19,0,0,0,117,0
"Winston-Salem, NC",49180,2016,366,163,200,3,0,0,0,119,68,51,0,4,123,239,0
"Worcester, MA-CT",49340,2016,366,281,80,4,1,0,0,154,61,42,0,6,236,124,0
"Yakima, WA",49420,2016,366,211,143,8,4,0,0,199,74,44,0,0,0,365,1
"York-Hanover, PA",49620,2016,366,176,185,5,0,0,0,133,70,51,0,3,153,210,0
"Youngstown-Warren-Boardman, OH-PA",49660,2016,366,161,199,6,0,0,0,143,71,52,0,0,115,251,0
"Yuba City, CA",49700,2016,366,115,219,32,0,0,0,147,97,58,0,0,158,208,0
"Yuma, AZ",49740,2016,366,199,153,12,1,0,1,410,77,49,0,0,180,97,89
"Aberdeen, SD",10100,2017,122,108,14,0,0,0,0,97,52,31,0,0,0,119,3
"Aberdeen, WA",10140,2017,365,313,49,2,1,0,0,162,53,27,0,0,0,365,0
"Adjuntas, PR",10260,2017,47,35,12,0,0,0,0,90,60,37,0,0,0,47,0
"Adrian, MI",10300,2017,364,248,115,1,0,0,0,101,61,44,0,0,138,226,0
"Akron, OH",10420,2017,365,218,147,0,0,0,0,97,64,46,0,0,129,236,0
"Albany, GA",10500,2017,356,181,174,0,1,0,0,151,64,50,0,0,0,356,0
"Albany, OR",10540,2017,365,254,102,4,5,0,0,186,65,32,0,0,0,365,0
"Albany-Schenectady-Troy, NY",10580,2017,365,253,112,0,0,0,0,90,58,42,0,0,188,177,0
"Albuquerque, NM",10740,2017,365,140,221,4,0,0,0,119,80,54,0,1,238,71,55
"Alexandria, LA",10780,2017,107,69,38,0,0,0,0,69,56,41,0,0,0,107,0
"Allentown-Bethlehem-Easton, PA-NJ",10900,2017,365,103,261,1,0,0,0,119,76,56,0,0,71,294,0
"Altoona, PA",11020,2017,362,223,139,0,0,0,0,89,62,45,0,0,151,211,0
"Amarillo, TX",11100,2017,365,272,92,1,0,0,0,105,61,44,0,0,315,50,0
"Americus, GA",11140,2017,241,229,12,0,0,0,0,67,47,35,0,0,241,0,0
"Anchorage, AK",11260,2017,365,272,87,5,1,0,0,157,66,34,1,0,132,178,54
"Ann Arbor, MI",11460,2017,365,216,146,3,0,0,0,119,64,46,0,0,158,207,0
"Appleton, WI",11540,2017,357,280,77,0,0,0,0,90,58,37,0,0,182,175,0
"Ardmore, OK",11620,2017,325,177,140,7,1,0,0,151,69,50,0,0,155,170,0
"Arkadelphia, AR",11660,2017,358,345,13,0,0,0,0,74,45,34,0,0,358,0,0
"Asheville, NC",11700,2017,365,237,128,0,0,0,0,84,61,46,0,0,165,200,0
"Ashtabula, OH",11780,2017,245,212,31,2,0,0,0,143,58,39,0,0,245,0,0
"Athens, OH",11900,2017,59,46,13,0,0,0,0,61,54,34,0,0,0,59,0
"Athens, TN",11940,2017,221,142,79,0,0,0,0,70,59,43,0,0,0,221,0
"Athens-Clarke County, GA",12020,2017,360,249,111,0,0,0,0,97,58,43,0,0,111,249,0
"Atlanta-Sandy Springs-Roswell, GA",12060,2017,365,105,249,11,0,0,0,150,80,56,0,4,106,255,0
"Atlantic City-Hammonton, NJ",12100,2017,365,268,97,0,0,0,0,90,58,41,0,0,225,140,0
"Augusta-Richmond County, GA-SC",12260,2017,365,179,184,1,0,0,1,357,66,51,0,0,111,252,2
"Augusta-Waterville, ME",12300,2017,360,342,18,0,0,0,0,100,44,31,0,99,230,30,1
"Austin-Round Rock, TX",12420,2017,365,185,176,4,0,0,0,130,66,50,0,6,122,237,0
"Bakersfield, CA",12540,2017,365,59,167,115,24,0,0,197,140,85,0,0,236,121,8
"Baltimore-Columbia-Towson, MD",12580,2017,365,157,193,13,2,0,0,166,75,52,0,6,147,212,0
"Bangor, ME",12620,2017,348,306,42,0,0,0,0,80,52,34,0,0,151,194,3
"Baraboo, WI",12660,2017,364,270,94,0,0,0,0,87,58,39,0,0,126,238,0
"Barnstable Town, MA",12700,2017,358,332,21,5,0,0,0,150,48,37,0,0,346,12,0
"Bartlesville, OK",12780,2017,365,211,152,2,0,0,0,108,63,47,0,0,160,205,0
"Baton Rouge, LA",12940,2017,365,120,237,8,0,0,0,140,70,54,0,0,60,305,0
"Bay City, MI",13020,2017,362,279,83,0,0,0,0,82,54,36,0,0,0,362,0
"Beaumont-Port Arthur, TX",13140,2017,365,188,174,3,0,0,0,133,67,50,0,0,119,246,0
"Beaver Dam, WI",13180,2017,365,292,72,1,0,0,0,122,58,39,0,0,248,117,0
"Bellingham, WA",13380,2017,348,300,41,4,3,0,0,187,54,31,0,0,140,208,0
"Bemidji, MN",13420,2017,353,307,46,0,0,0,0,77,52,27,0,0,0,353,0
"Bend-Redmond, OR",13460,2017,365,280,57,2,15,8,3,479,83,27,0,0,0,365,0
"Bennington, VT",13540,2017,364,317,46,1,0,0,0,101,53,37,0,0,239,125,0
"Berlin, NH-VT",13620,2017,356,290,63,2,1,0,0,174,61,43,0,0,348,8,0
"Billings, MT",13740,2017,356,272,79,5,0,0,0,141,63,33,0,0,0,356,0
"Birmingham-Hoover, AL",13820,2017,365,103,259,3,0,0,0,129,73,56,0,1,60,303,1
"Bishop, CA",13860,2017,365,195,145,16,3,0,6,2234,87,49,0,0,256,58,51
"Bismarck, ND",13900,2017,365,266,96,2,0,1,0,222,61,42,1,2,187,175,0
"Blacksburg-Christiansburg-Radford, VA",13980,2017,350,327,22,1,0,0,0,101,49,40,0,0,350,0,0
"Bloomington, IL",14010,2017,364,201,163,0,0,0,0,100,61,48,0,0,135,229,0
"Bloomington, IN",14020,2017,358,254,103,1,0,0,0,101,59,43,0,0,173,185,0
"Boise City, ID",14260,2017,365,151,186,23,2,3,0,268,96,54,1,6,155,201,2
"Boston-Cambridge-Newton, MA-NH",14460,2017,365,81,279,5,0,0,0,147,71,57,0,0,52,313,0
"Boulder, CO",14500,2017,357,233,113,11,0,0,0,149,80,46,0,0,320,37,0
"Bowling Green, KY",14540,2017,365,186,179,0,0,0,0,87,61,50,0,0,76,289,0
"Bozeman, MT",14580,2017,365,263,99,2,1,0,0,152,70,31,2,12,0,351,0
"Brainerd, MN",14660,2017,364,306,58,0,0,0,0,90,54,34,0,0,175,189,0
"Branson, MO",14700,2017,285,258,27,0,0,0,0,74,50,39,0,0,227,58,0
"Bremerton-Silverdale, WA",14740,2017,360,326,29,5,0,0,0,144,47,19,0,0,0,360,0
"Bridgeport-Stamford-Norwalk, CT",14860,2017,365,208,141,12,4,0,0,179,74,46,0,5,143,217,0
"Brookings, SD",15100,2017,365,311,54,0,0,0,0,90,55,36,0,0,254,92,19
"Brownsville-Harlingen, TX",15180,2017,365,259,106,0,0,0,0,87,61,42,0,0,165,200,0
"Brunswick, GA",15260,2017,276,241,35,0,0,0,0,77,52,37,0,0,199,77,0
"Buffalo-Cheektowaga-Niagara Falls, NY",15380,2017,365,205,159,1,0,0,0,119,65,48,0,2,123,240,0
"Burlington-South Burlington, VT",15540,2017,365,312,53,0,0,0,0,74,52,37,0,3,233,128,1
"Butte-Silver Bow, MT",15580,2017,354,188,142,20,4,0,0,191,93,46,0,0,0,332,22
"Cadillac, MI",15620,2017,365,304,60,1,0,0,0,101,53,39,0,0,256,109,0
"Cambridge, MD",15700,2017,365,212,153,0,0,0,0,90,60,47,0,0,181,184,0
"Canton-Massillon, OH",15940,2017,365,179,184,2,0,0,0,119,69,51,5,0,124,236,0
"Cape Coral-Fort Myers, FL",15980,2017,363,278,85,0,0,0,0,90,55,40,0,0,197,162,4
"Carlsbad-Artesia, NM",16100,2017,365,245,110,10,0,0,0,140,80,45,0,3,360,2,0
"Carson City, NV",16180,2017,365,253,110,1,1,0,0,166,61,45,0,0,290,75,0
"Casper, WY",16220,2017,365,286,77,2,0,0,0,137,61,44,0,4,324,37,0
"Ca?on City, CO",15860,2017,39,39,0,0,0,0,0,44,28,11,0,0,0,0,39
"Cedar Rapids, IA",16300,2017,365,222,143,0,0,0,0,97,62,45,0,0,111,254,0
"Centralia, WA",16500,2017,365,302,60,1,2,0,0,162,57,26,0,0,0,365,0
"Chambersburg-Waynesboro, PA",16540,2017,358,354,4,0,0,0,0,67,45,33,0,0,358,0,0
"Champaign-Urbana, IL",16580,2017,365,233,131,1,0,0,0,105,61,45,0,0,172,193,0
"Charleston, WV",16620,2017,365,214,150,1,0,0,0,105,60,47,1,0,118,246,0
"Charleston-North Charleston, SC",16700,2017,361,230,130,1,0,0,0,101,60,45,0,2,126,231,2
"Charlotte-Concord-Gastonia, NC-SC",16740,2017,365,143,217,5,0,0,0,115,71,54,0,1,141,223,0
"Charlottesville, VA",16820,2017,347,277,70,0,0,0,0,80,54,40,0,0,188,159,0
"Chattanooga, TN-GA",16860,2017,362,152,208,2,0,0,0,108,67,52,0,0,99,263,0
"Cheyenne, WY",16940,2017,365,267,95,1,2,0,0,163,64,45,0,7,321,34,3
"Chicago-Naperville-Elgin, IL-IN-WI",16980,2017,365,82,258,23,2,0,0,177,90,57,0,5,97,253,10
"Chico, CA",17020,2017,365,100,241,23,1,0,0,155,95,59,0,0,150,213,2
"Cincinnati, OH-KY-IN",17140,2017,365,97,259,9,0,0,0,129,78,57,0,2,83,280,0
"Claremont-Lebanon, NH-VT",17200,2017,365,294,71,0,0,0,0,80,55,38,0,0,190,175,0
"Clarksburg, WV",17220,2017,122,88,34,0,0,0,0,71,56,40,0,0,0,122,0
"Clarksville, TN-KY",17300,2017,362,229,133,0,0,0,0,87,59,45,0,0,143,219,0
"Clearlake, CA",17340,2017,362,350,10,1,1,0,0,172,44,35,0,0,346,15,1
"Cleveland, MS",17380,2017,235,221,14,0,0,0,0,77,46,36,0,0,235,0,0
"Cleveland-Elyria, OH",17460,2017,365,149,210,6,0,0,0,147,74,53,1,7,117,237,3
"Clinton, IA",17540,2017,364,57,307,0,0,0,0,93,72,58,0,0,26,338,0
"Coeur d'Alene, ID",17660,2017,355,267,77,6,0,5,0,293,63,31,0,0,0,355,0
"Colorado Springs, CO",17820,2017,365,223,139,3,0,0,0,116,71,47,0,0,308,57,0
"Columbia, MO",17860,2017,245,219,26,0,0,0,0,77,51,41,0,0,245,0,0
"Columbia, SC",17900,2017,365,194,169,2,0,0,0,113,62,49,0,0,156,208,1
"Columbus, GA-AL",17980,2017,362,171,191,0,0,0,0,99,68,52,0,0,68,294,0
"Columbus, IN",18020,2017,364,256,108,0,0,0,0,93,58,43,0,0,139,225,0
"Columbus, OH",18140,2017,365,222,140,3,0,0,0,112,64,46,0,10,153,199,3
"Concord, NH",18180,2017,364,352,12,0,0,0,0,90,45,32,0,0,364,0,0
"Cookeville, TN",18260,2017,296,206,90,0,0,0,0,73,57,42,0,0,0,296,0
"Corning, NY",18500,2017,365,339,26,0,0,0,0,92,48,35,3,0,273,89,0
"Corpus Christi, TX",18580,2017,357,217,140,0,0,0,0,97,62,45,0,0,123,234,0
"Corsicana, TX",18620,2017,365,233,131,1,0,0,0,108,62,46,0,0,165,200,0
"Corvallis, OR",18700,2017,357,294,61,2,0,0,0,138,58,20,0,0,0,357,0
"Craig, CO",18780,2017,349,282,67,0,0,0,0,84,61,44,0,0,349,0,0
"Crescent City, CA",18860,2017,298,241,55,0,1,1,0,251,56,27,0,0,0,298,0
"Crestview-Fort Walton Beach-Destin, FL",18880,2017,365,345,20,0,0,0,0,87,48,35,0,0,344,0,21
"Cullowhee, NC",19000,2017,256,183,73,0,0,0,0,100,64,45,0,0,184,72,0
"Dallas-Fort Worth-Arlington, TX",19100,2017,365,116,225,24,0,0,0,147,87,55,0,7,157,201,0
"Dalton, GA",19140,2017,257,225,32,0,0,0,0,90,54,41,0,0,192,65,0
"Daphne-Fairhope-Foley, AL",19300,2017,270,224,45,1,0,0,0,108,56,39,0,0,188,82,0
"Davenport-Moline-Rock Island, IA-IL",19340,2017,365,82,282,1,0,0,0,103,74,56,0,0,38,266,61
"Dayton, OH",19380,2017,365,191,171,3,0,0,0,108,67,49,0,0,139,226,0
"Decatur, AL",19460,2017,364,263,101,0,0,0,0,83,57,44,0,0,141,223,0
"Decatur, IL",19500,2017,363,214,146,3,0,0,0,108,61,47,0,0,129,234,0
"Deltona-Daytona Beach-Ormond Beach, FL",19660,2017,361,287,74,0,0,0,0,95,55,41,0,0,201,159,1
"Deming, NM",19700,2017,360,340,15,5,0,0,0,136,36,19,0,0,0,0,360
"Denver-Aurora-Lakewood, CO",19740,2017,365,56,269,39,1,0,0,156,101,64,0,54,214,86,11
"Des Moines-West Des Moines, IA",19780,2017,365,222,142,1,0,0,0,135,61,45,0,2,155,208,0
"Detroit-Warren-Dearborn, MI",19820,2017,365,103,250,12,0,0,0,147,83,57,0,5,81,261,18
"Dickinson, ND",19860,2017,364,322,40,1,1,0,0,156,51,37,0,0,322,42,0
"Dodge City, KS",19980,2017,364,360,2,1,1,0,0,187,30,16,0,0,0,0,364
"Dothan, AL",20020,2017,281,237,43,1,0,0,0,131,54,37,0,0,185,96,0
"Douglas, GA",20060,2017,107,78,29,0,0,0,0,88,56,41,0,0,0,107,0
"Dover, DE",20100,2017,361,264,96,1,0,0,0,101,59,42,0,0,225,136,0
"DuBois, PA",20180,2017,346,317,29,0,0,0,0,84,49,36,0,0,346,0,0
"Duluth, MN-WI",20260,2017,365,304,61,0,0,0,0,86,55,37,0,0,241,114,10
"Durango, CO",20420,2017,365,255,106,4,0,0,0,112,71,46,0,1,325,39,0
"Durant, OK",20460,2017,294,262,32,0,0,0,0,93,51,39,0,0,294,0,0
"Durham-Chapel Hill, NC",20500,2017,365,189,176,0,0,0,0,100,62,50,0,0,111,254,0
"Dyersburg, TN",20540,2017,293,226,67,0,0,0,0,74,54,39,0,0,0,293,0
"Eagle Pass, TX",20580,2017,354,259,95,0,0,0,0,81,57,39,0,0,0,354,0
"East Stroudsburg, PA",20700,2017,364,252,112,0,0,0,0,100,60,42,0,0,194,170,0
"Eau Claire, WI",20740,2017,365,276,89,0,0,0,0,86,57,41,0,0,161,204,0
"Effingham, IL",20820,2017,244,206,35,3,0,0,0,112,61,43,0,0,244,0,0
"El Centro, CA",20940,2017,365,73,250,37,2,2,1,328,104,64,0,2,139,163,61
"El Dorado, AR",20980,2017,365,164,201,0,0,0,0,92,62,52,0,0,0,365,0
"El Paso, TX",21340,2017,365,120,222,21,2,0,0,162,90,56,0,9,163,191,2
"Elizabethtown-Fort Knox, KY",21060,2017,365,178,187,0,0,0,0,87,62,51,0,0,60,305,0
"Elkhart-Goshen, IN",21140,2017,365,248,116,1,0,0,0,105,62,42,0,0,131,234,0
"Elko, NV",21220,2017,361,330,30,0,1,0,0,164,49,24,0,0,126,25,210
"Ellensburg, WA",21260,2017,355,235,104,11,3,2,0,240,75,38,0,0,0,355,0
"Emporia, KS",21380,2017,118,100,18,0,0,0,0,65,52,28,0,0,0,118,0
"Erie, PA",21500,2017,365,231,133,1,0,0,0,122,61,43,0,1,167,197,0
"Espa?ola, NM",21580,2017,360,269,88,3,0,0,0,105,67,45,0,0,358,2,0
"Eugene, OR",21660,2017,365,200,135,16,9,4,1,509,92,46,0,0,83,281,1
"Eureka-Arcata-Fortuna, CA",21700,2017,365,298,59,5,3,0,0,180,61,37,1,1,230,123,10
"Evanston, WY",21740,2017,365,310,53,1,0,0,1,718,54,44,0,3,348,0,14
"Evansville, IN-KY",21780,2017,365,139,222,4,0,0,0,126,67,53,0,0,83,282,0
"Fairbanks, AK",21820,2017,365,212,108,25,20,0,0,190,115,44,0,3,73,289,0
"Fairmont, WV",21900,2017,114,80,34,0,0,0,0,74,57,42,0,0,0,114,0
"Fallon, NV",21980,2017,350,283,64,3,0,0,0,129,61,43,0,0,350,0,0
"Fargo, ND-MN",22020,2017,362,232,130,0,0,0,0,79,57,44,0,0,109,246,7
"Farmington, NM",22140,2017,365,230,129,6,0,0,0,133,80,47,0,5,359,0,1
"Fayetteville, NC",22180,2017,365,199,166,0,0,0,0,100,62,48,0,0,98,266,1
"Fayetteville-Springdale-Rogers, AR-MO",22220,2017,365,174,191,0,0,0,0,83,62,51,0,0,92,273,0
"Fernley, NV",22280,2017,363,307,53,3,0,0,0,112,58,42,0,0,363,0,0
"Flagstaff, AZ",22380,2017,365,253,111,1,0,0,0,105,71,46,0,0,348,17,0
"Flint, MI",22420,2017,365,247,118,0,0,0,0,93,61,42,0,0,158,207,0
"Florence, SC",22500,2017,335,247,88,0,0,0,0,77,57,43,0,0,168,167,0
"Florence-Muscle Shoals, AL",22520,2017,283,244,39,0,0,0,0,67,53,39,0,0,202,81,0
"Fond du Lac, WI",22540,2017,236,216,20,0,0,0,0,93,50,37,0,0,236,0,0
"Fort Collins, CO",22660,2017,365,165,187,12,1,0,0,154,87,52,0,0,287,78,0
"Fort Madison-Keokuk, IA-IL-MO",22800,2017,111,71,40,0,0,0,0,69,58,43,0,0,0,111,0
"Fort Payne, AL",22840,2017,359,305,54,0,0,0,0,80,54,40,0,0,290,69,0
"Fort Smith, AR-OK",22900,2017,358,298,60,0,0,0,0,74,54,38,0,40,222,96,0
"Fort Wayne, IN",23060,2017,365,182,182,1,0,0,0,105,65,51,0,0,120,245,0
"Fresno, CA",23420,2017,365,76,169,93,26,1,0,207,140,75,0,2,212,140,11
"Gadsden, AL",23460,2017,360,155,203,1,1,0,0,168,66,53,0,0,86,274,0
"Gainesville, FL",23540,2017,355,267,88,0,0,0,0,93,57,42,0,0,123,232,0
"Gainesville, GA",23580,2017,254,144,110,0,0,0,0,72,61,48,0,0,0,254,0
"Gardnerville Ranchos, NV",23820,2017,338,273,61,3,0,1,0,212,59,26,0,0,0,338,0
"Georgetown, SC",23860,2017,304,303,1,0,0,0,0,63,30,15,0,0,0,0,304
"Gettysburg, PA",23900,2017,365,238,126,1,0,0,0,129,60,45,0,0,192,173,0
"Gillette, WY",23940,2017,365,229,129,4,3,0,0,169,69,45,0,0,214,55,96
"Glenwood Springs, CO",24060,2017,365,240,124,1,0,0,0,108,71,47,0,0,363,2,0
"Grand Island, NE",24260,2017,111,92,19,0,0,0,0,64,52,31,0,0,0,111,0
"Grand Junction, CO",24300,2017,365,213,151,1,0,0,0,101,67,48,0,0,287,78,0
"Grand Rapids-Wyoming, MI",24340,2017,365,225,140,0,0,0,0,100,64,44,0,0,152,213,0
"Grants Pass, OR",24420,2017,365,219,125,5,8,6,2,415,80,42,0,0,0,365,0
"Great Falls, MT",24500,2017,345,241,103,1,0,0,0,105,60,38,0,0,0,345,0
"Greeley, CO",24540,2017,365,173,184,7,1,0,0,155,79,51,0,0,235,130,0
"Green Bay, WI",24580,2017,360,279,79,2,0,0,0,112,58,40,0,0,189,171,0
"Greenfield Town, MA",24640,2017,365,300,65,0,0,0,0,90,55,37,0,0,223,142,0
"Greensboro-High Point, NC",24660,2017,365,226,138,1,0,0,0,112,61,45,0,0,150,201,14
"Greenville, NC",24780,2017,365,252,113,0,0,0,0,87,58,43,0,0,128,237,0
"Greenville-Anderson-Mauldin, SC",24860,2017,365,190,175,0,0,0,0,97,64,49,0,0,151,214,0
"Greenwood, SC",24940,2017,9,9,0,0,0,0,0,33,33,25,0,0,9,0,0
"Grenada, MS",24980,2017,103,79,24,0,0,0,0,63,54,40,0,0,0,103,0
"Guayama, PR",25020,2017,44,36,8,0,0,0,0,85,63,37,0,0,0,44,0
"Gulfport-Biloxi-Pascagoula, MS",25060,2017,362,222,139,1,0,0,0,105,61,46,0,1,100,261,0
"Hagerstown-Martinsburg, MD-WV",25180,2017,360,209,150,1,0,0,0,101,61,47,0,0,128,232,0
"Hailey, ID",25200,2017,220,197,18,4,1,0,0,166,53,15,0,0,0,220,0
"Hammond, LA",25220,2017,116,76,40,0,0,0,0,93,57,41,0,0,0,116,0
"Hanford-Corcoran, CA",25260,2017,365,82,212,50,21,0,0,192,125,72,0,0,185,145,35
"Harrisburg-Carlisle, PA",25420,2017,365,193,171,1,0,0,0,110,65,49,0,0,110,255,0
"Harrison, AR",25460,2017,365,338,27,0,0,0,0,63,48,38,0,0,336,29,0
"Harrisonburg, VA",25500,2017,365,324,41,0,0,0,0,87,51,37,0,87,212,66,0
"Hartford-West Hartford-East Hartford, CT",25540,2017,365,209,147,8,1,0,0,151,65,47,0,28,143,194,0
"Hattiesburg, MS",25620,2017,350,207,143,0,0,0,0,77,59,46,0,0,0,350,0
"Helena, MT",25740,2017,365,209,127,17,12,0,0,177,93,47,0,0,188,177,0
"Hermiston-Pendleton, OR",25840,2017,365,222,131,9,1,2,0,252,70,44,0,0,122,243,0
"Hickory-Lenoir-Morganton, NC",25860,2017,360,201,159,0,0,0,0,93,66,47,0,0,144,216,0
"Hilo, HI",25900,2017,365,82,283,0,0,0,0,98,78,58,0,0,0,365,0
"Hobbs, NM",26020,2017,365,184,177,4,0,0,0,133,71,50,0,1,215,149,0
"Holland, MI",26090,2017,281,207,70,4,0,0,0,115,67,41,0,0,222,59,0
"Homosassa Springs, FL",26140,2017,350,211,139,0,0,0,0,96,62,46,0,0,0,350,0
"Hot Springs, AR",26300,2017,121,74,47,0,0,0,0,74,58,46,0,0,0,121,0
"Houghton, MI",26340,2017,121,116,5,0,0,0,0,64,36,13,0,0,0,121,0
"Houma-Thibodaux, LA",26380,2017,365,285,80,0,0,0,0,88,56,39,0,0,208,157,0
